Application rate	PFT	year	mean.10	min.10	max.10	mean.10_20	min.10_20	max.10_20	mean.20_30	min.20_30	max.20_30	mean.30_40	min.30_40	max.30_40	mean.40_50	min.40_50	max.40_50	mean.50	min.50	max.50
1	SECTcl3p	38	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTcl3p	39	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTcl3p	39	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTcl3p	40	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTcl3p	40	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	26	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	26	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	27	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	27	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	28	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	28	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	29	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	29	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	31	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	31	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	32	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	32	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	33	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	33	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	34	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	34	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	35	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	35	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	36	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	36	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	37	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	37	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	38	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	38	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	39	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	39	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SECTp	40	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SECTp	40	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	26	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	26	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	27	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	27	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	28	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	28	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	29	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	29	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	31	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	31	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	32	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	32	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	33	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	33	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	34	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	34	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	35	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	35	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	36	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	36	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	37	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	37	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	38	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	38	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	39	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	39	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl1p	40	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl1p	40	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	26	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	26	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	27	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	27	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	28	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	28	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	29	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	29	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	31	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	31	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	32	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	32	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	33	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	33	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	34	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	34	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	35	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	35	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	36	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	36	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	37	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	37	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	38	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	38	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	39	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	39	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl3p	40	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl3p	40	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	1	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	2	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	3	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	4	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	5	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	6	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	7	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	8	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	9	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	10	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	11	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	12	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	13	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	14	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	15	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	16	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	17	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	18	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	19	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	20	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	21	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	22	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	23	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	SEITcl4p	24	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	SEITcl4p	25	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
